combo,run_label,trades,long_trades,short_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,active_leftover,blocked_by_cap,cap_removed,ruined,leverage,position_fraction,effective_notional_fraction,fee_per_side,base_combo,long_key,short_key,split_n,rank_metric,rank_by_final_return
lx2_sm2_L12_SPLIT150,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,123.14403989086146,123.14403989086146,17.209623557700922,184.74179063419822,52,236,0,0,True,False,12.0,0.006666666666666667,0.08,0.0004,lx2_sm2,long_max2,short_main2,150,123.14403989086146,75
lx2_sm2_L20_SPLIT250,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,123.14403989086146,123.14403989086146,17.209623557700922,184.74179063419822,52,236,0,0,True,False,20.0,0.004,0.08,0.0004,lx2_sm2,long_max2,short_main2,250,123.14403989086146,76
lx2_sm2_L15_SPLIT200,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,112.41421183374531,112.41421183374531,16.22291907625211,177.9544261414981,52,236,0,0,True,False,15.0,0.005,0.075,0.0004,lx2_sm2,long_max2,short_main2,200,112.41421183374531,77
lx2_sm2_L30_SPLIT400,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,112.41421183374531,112.41421183374531,16.22291907625211,177.9544261414981,52,236,0,0,True,False,30.0,0.0025,0.075,0.0004,lx2_sm2,long_max2,short_main2,400,112.41421183374531,78
lx2_sx2_L25_SPLIT300,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,105.50169438870816,105.9185019811943,11.876740225745678,181.4620964241409,30,111,0,0,True,False,25.0,0.0033333333333333335,0.08333333333333334,0.0004,lx2_sx2,long_max2,short_max2,300,105.50169438870816,79
lx2_sm2_L7_SPLIT100,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,102.17673919899437,102.17673919899437,15.224950742195375,171.39543024377068,52,236,0,0,True,False,7.0,0.01,0.07,0.0004,lx2_sm2,long_max2,short_main2,100,102.17673919899437,80
lx2_sx2_L10_SPLIT125,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,99.8577463736349,100.24686536679899,11.428820978873148,177.3610096082224,30,111,0,0,True,False,10.0,0.008,0.08,0.0004,lx2_sx2,long_max2,short_max2,125,99.8577463736349,81
lx2_sx2_L12_SPLIT150,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,99.8577463736349,100.24686536679899,11.428820978873148,177.3610096082224,30,111,0,0,True,False,12.0,0.006666666666666667,0.08,0.0004,lx2_sx2,long_max2,short_max2,150,99.8577463736349,82
lx2_sx2_L20_SPLIT250,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,99.8577463736349,100.24686536679899,11.428820978873148,177.3610096082224,30,111,0,0,True,False,20.0,0.004,0.08,0.0004,lx2_sx2,long_max2,short_max2,250,99.8577463736349,83
lx2_sm2_L5_SPLIT75,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,95.61465433355065,95.61465433355065,14.553320573290849,167.14622660005423,52,236,0,0,True,False,5.0,0.013333333333333334,0.06666666666666667,0.0004,lx2_sm2,long_max2,short_main2,75,95.61465433355065,84
lx2_sm2_L10_SPLIT150,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,95.61465433355065,95.61465433355065,14.553320573290849,167.14622660005423,52,236,0,0,True,False,10.0,0.006666666666666667,0.06666666666666667,0.0004,lx2_sm2,long_max2,short_main2,150,95.61465433355065,85
lx2_sm2_L20_SPLIT300,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,95.61465433355065,95.61465433355065,14.553320573290849,167.14622660005423,52,236,0,0,True,False,20.0,0.0033333333333333335,0.06666666666666667,0.0004,lx2_sm2,long_max2,short_main2,300,95.61465433355065,86
lx2_sx2_L15_SPLIT200,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,91.65440401497679,92.00419331583075,10.752846786957136,171.35827658404648,30,111,0,0,True,False,15.0,0.005,0.075,0.0004,lx2_sx2,long_max2,short_max2,200,91.65440401497679,87
lx2_sx2_L30_SPLIT400,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,91.65440401497679,92.00419331583075,10.752846786957136,171.35827658404648,30,111,0,0,True,False,30.0,0.0025,0.075,0.0004,lx2_sx2,long_max2,short_max2,400,91.65440401497679,88
lx2_sm2_L25_SPLIT400,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,87.6969968501947,87.6969968501947,13.706611063173327,161.97009951468183,52,236,0,0,True,False,25.0,0.0025,0.0625,0.0004,lx2_sm2,long_max2,short_main2,400,87.6969968501947,89
lx2_sx2_L7_SPLIT100,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,83.7566422359461,84.06962652932907,10.07192759641434,165.53026701830478,30,111,0,0,True,False,7.0,0.01,0.07,0.0004,lx2_sx2,long_max2,short_max2,100,83.7566422359461,90
lx2_sm2_L3_SPLIT50,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,83.09390604759122,83.09390604759122,13.194732836364679,158.935154304947,52,236,0,0,True,False,3.0,0.02,0.06,0.0004,lx2_sm2,long_max2,short_main2,50,83.09390604759122,91
lx2_sm2_L12_SPLIT200,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,83.09390604759122,83.09390604759122,13.194732836364679,158.935154304947,52,236,0,0,True,False,12.0,0.005,0.06,0.0004,lx2_sm2,long_max2,short_main2,200,83.09390604759122,92
lx2_sm2_L15_SPLIT250,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,83.09390604759122,83.09390604759122,13.194732836364679,158.935154304947,52,236,0,0,True,False,15.0,0.004,0.06,0.0004,lx2_sm2,long_max2,short_main2,250,83.09390604759122,93
lx2_sm2_L30_SPLIT500,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,83.09390604759122,83.09390604759122,13.194732836364679,158.935154304947,52,236,0,0,True,False,30.0,0.002,0.06,0.0004,lx2_sm2,long_max2,short_main2,500,83.09390604759122,94
lx2_sx2_L5_SPLIT75,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,78.65608541157869,78.94587182260754,9.615217145855596,161.73983767331939,30,111,0,0,True,False,5.0,0.013333333333333334,0.06666666666666667,0.0004,lx2_sx2,long_max2,short_max2,75,78.65608541157869,95
lx2_sx2_L10_SPLIT150,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,78.65608541157869,78.94587182260754,9.615217145855596,161.73983767331939,30,111,0,0,True,False,10.0,0.006666666666666667,0.06666666666666667,0.0004,lx2_sx2,long_max2,short_max2,150,78.65608541157869,96
lx2_sx2_L20_SPLIT300,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,78.65608541157869,78.94587182260754,9.615217145855596,161.73983767331939,30,111,0,0,True,False,20.0,0.0033333333333333335,0.06666666666666667,0.0004,lx2_sx2,long_max2,short_max2,300,78.65608541157869,97
lx2_sm2_L7_SPLIT125,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,75.9518466232206,75.9518466232206,12.369671554001542,154.18718110272766,52,236,0,0,True,False,7.0,0.008,0.056,0.0004,lx2_sm2,long_max2,short_main2,125,75.9518466232206,98
lx2_sx2_L25_SPLIT400,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,72.46030136364958,72.72253181808345,9.041201075556486,157.1063404136185,30,111,0,0,True,False,25.0,0.0025,0.0625,0.0004,lx2_sx2,long_max2,short_max2,400,72.46030136364958,99
lx2_sx2_L3_SPLIT50,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,68.83658283645349,69.08302174686807,8.695115382971565,154.38105791296297,30,111,0,0,True,False,3.0,0.02,0.06,0.0004,lx2_sx2,long_max2,short_max2,50,68.83658283645349,100
lx2_sx2_L12_SPLIT200,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,68.83658283645349,69.08302174686807,8.695115382971565,154.38105791296297,30,111,0,0,True,False,12.0,0.005,0.06,0.0004,lx2_sx2,long_max2,short_max2,200,68.83658283645349,101
lx2_sx2_L15_SPLIT250,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,68.83658283645349,69.08302174686807,8.695115382971565,154.38105791296297,30,111,0,0,True,False,15.0,0.004,0.06,0.0004,lx2_sx2,long_max2,short_max2,250,68.83658283645349,102
lx2_sx2_L30_SPLIT500,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,68.83658283645349,69.08302174686807,8.695115382971565,154.38105791296297,30,111,0,0,True,False,30.0,0.002,0.06,0.0004,lx2_sx2,long_max2,short_max2,500,68.83658283645349,103
lx2_sm2_L5_SPLIT100,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,65.73425944633672,65.73425944633672,11.117978010570994,147.30796092511034,52,236,0,0,True,False,5.0,0.01,0.05,0.0004,lx2_sm2,long_max2,short_main2,100,65.73425944633672,104
lx2_sm2_L10_SPLIT200,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,65.73425944633672,65.73425944633672,11.117978010570994,147.30796092511034,52,236,0,0,True,False,10.0,0.005,0.05,0.0004,lx2_sm2,long_max2,short_main2,200,65.73425944633672,105
lx2_sm2_L15_SPLIT300,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,65.73425944633672,65.73425944633672,11.117978010570994,147.30796092511034,52,236,0,0,True,False,15.0,0.0033333333333333335,0.05,0.0004,lx2_sm2,long_max2,short_main2,300,65.73425944633672,106
lx2_sm2_L20_SPLIT400,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,65.73425944633672,65.73425944633672,11.117978010570994,147.30796092511034,52,236,0,0,True,False,20.0,0.0025,0.05,0.0004,lx2_sm2,long_max2,short_main2,400,65.73425944633672,107
lx2_sm2_L25_SPLIT500,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,65.73425944633672,65.73425944633672,11.117978010570994,147.30796092511034,52,236,0,0,True,False,25.0,0.002,0.05,0.0004,lx2_sm2,long_max2,short_main2,500,65.73425944633672,108
lx2_sx2_L7_SPLIT125,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,63.18130381246729,63.40359073548578,8.138750629671037,150.10457996559634,30,111,0,0,True,False,7.0,0.008,0.056,0.0004,lx2_sx2,long_max2,short_max2,125,63.18130381246729,109
lx2_sm2_L12_SPLIT250,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,62.455851248976366,62.455851248976366,10.69695391531529,145.0780237081402,52,236,0,0,True,False,12.0,0.004,0.048,0.0004,lx2_sm2,long_max2,short_main2,250,62.455851248976366,110
lx2_sm2_L7_SPLIT150,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,60.304666964249634,60.304666964249634,10.41521053288902,143.60859840587645,52,236,0,0,True,False,7.0,0.006666666666666667,0.04666666666666667,0.0004,lx2_sm2,long_max2,short_main2,150,60.304666964249634,111
lx2_sx2_L5_SPLIT100,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,55.01819022976451,55.206708818208924,7.298104332912985,143.87956127697558,30,111,0,0,True,False,5.0,0.01,0.05,0.0004,lx2_sx2,long_max2,short_max2,100,55.01819022976451,112
lx2_sx2_L10_SPLIT200,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,55.01819022976451,55.206708818208924,7.298104332912985,143.87956127697558,30,111,0,0,True,False,10.0,0.005,0.05,0.0004,lx2_sx2,long_max2,short_max2,200,55.01819022976451,113
lx2_sx2_L15_SPLIT300,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,55.01819022976451,55.206708818208924,7.298104332912985,143.87956127697558,30,111,0,0,True,False,15.0,0.0033333333333333335,0.05,0.0004,lx2_sx2,long_max2,short_max2,300,55.01819022976451,114
lx2_sx2_L20_SPLIT400,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,55.01819022976451,55.206708818208924,7.298104332912985,143.87956127697558,30,111,0,0,True,False,20.0,0.0025,0.05,0.0004,lx2_sx2,long_max2,short_max2,400,55.01819022976451,115
lx2_sx2_L25_SPLIT500,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,55.01819022976451,55.206708818208924,7.298104332912985,143.87956127697558,30,111,0,0,True,False,25.0,0.002,0.05,0.0004,lx2_sx2,long_max2,short_max2,500,55.01819022976451,116
lx2_sm2_L30_SPLIT700,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,54.30693638686841,54.30693638686841,9.605529919330849,139.48493744462493,52,236,0,0,True,False,30.0,0.0014285714285714286,0.04285714285714286,0.0004,lx2_sm2,long_max2,short_main2,700,54.30693638686841,117
lx2_sx2_L12_SPLIT250,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,52.38007347451343,52.557964049168106,7.0162533574393535,141.85411077452721,30,111,0,0,True,False,12.0,0.004,0.048,0.0004,lx2_sx2,long_max2,short_max2,250,52.38007347451343,118
lx2_sx2_L7_SPLIT150,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,50.64386344238807,50.81483731742551,6.827896415019907,140.5173564469109,30,111,0,0,True,False,7.0,0.006666666666666667,0.04666666666666667,0.0004,lx2_sx2,long_max2,short_max2,150,50.64386344238807,119
lx2_sm2_L2_SPLIT50,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,49.949586784552416,49.949586784552416,8.993674223428869,136.463609449772,52,236,0,0,True,False,2.0,0.02,0.04,0.0004,lx2_sm2,long_max2,short_main2,50,49.949586784552416,120
lx2_sm2_L3_SPLIT75,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,49.949586784552416,49.949586784552416,8.993674223428869,136.463609449772,52,236,0,0,True,False,3.0,0.013333333333333334,0.04,0.0004,lx2_sm2,long_max2,short_main2,75,49.949586784552416,121
lx2_sm2_L5_SPLIT125,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,49.949586784552416,49.949586784552416,8.993674223428869,136.463609449772,52,236,0,0,True,False,5.0,0.008,0.04,0.0004,lx2_sm2,long_max2,short_main2,125,49.949586784552416,122
lx2_sm2_L10_SPLIT250,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,49.949586784552416,49.949586784552416,8.993674223428869,136.463609449772,52,236,0,0,True,False,10.0,0.004,0.04,0.0004,lx2_sm2,long_max2,short_main2,250,49.949586784552416,123
lx2_sm2_L12_SPLIT300,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,49.949586784552416,49.949586784552416,8.993674223428869,136.463609449772,52,236,0,0,True,False,12.0,0.0033333333333333335,0.04,0.0004,lx2_sm2,long_max2,short_main2,300,49.949586784552416,124
lx2_sm2_L20_SPLIT500,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,49.949586784552416,49.949586784552416,8.993674223428869,136.463609449772,52,236,0,0,True,False,20.0,0.002,0.04,0.0004,lx2_sm2,long_max2,short_main2,500,49.949586784552416,125
lx2_sm2_L15_SPLIT400,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,46.233302696503806,46.233302696503806,8.455048198008043,133.86920647197542,52,236,0,0,True,False,15.0,0.0025,0.0375,0.0004,lx2_sm2,long_max2,short_main2,400,46.233302696503806,126
lx2_sm2_L30_SPLIT800,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,46.233302696503806,46.233302696503806,8.455048198008043,133.86920647197542,52,236,0,0,True,False,30.0,0.00125,0.0375,0.0004,lx2_sm2,long_max2,short_main2,800,46.233302696503806,127
lx2_sx2_L30_SPLIT700,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,45.78095004488032,45.93288624299543,6.287715621719485,136.7570413574685,30,111,0,0,True,False,30.0,0.0014285714285714286,0.04285714285714286,0.0004,lx2_sx2,long_max2,short_max2,700,45.78095004488032,128
lx2_sm2_L25_SPLIT700,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,43.63272030773222,43.63272030773222,8.068447348901657,132.04378989390767,52,236,0,0,True,False,25.0,0.0014285714285714286,0.03571428571428571,0.0004,lx2_sm2,long_max2,short_main2,700,43.63272030773222,129
lx2_sm2_L7_SPLIT200,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,42.60487633667025,42.60487633667025,7.913369587375755,131.32002542252937,52,236,0,0,True,False,7.0,0.005,0.035,0.0004,lx2_sm2,long_max2,short_main2,200,42.60487633667025,130
lx2_sx2_L2_SPLIT50,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,42.22697117833461,42.36531300953459,5.880610674762849,133.99336321553636,30,111,0,0,True,False,2.0,0.02,0.04,0.0004,lx2_sx2,long_max2,short_max2,50,42.22697117833461,131
lx2_sx2_L3_SPLIT75,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,42.22697117833461,42.36531300953459,5.880610674762849,133.99336321553636,30,111,0,0,True,False,3.0,0.013333333333333334,0.04,0.0004,lx2_sx2,long_max2,short_max2,75,42.22697117833461,132
lx2_sx2_L5_SPLIT125,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,42.22697117833461,42.36531300953459,5.880610674762849,133.99336321553636,30,111,0,0,True,False,5.0,0.008,0.04,0.0004,lx2_sx2,long_max2,short_max2,125,42.22697117833461,133
lx2_sx2_L10_SPLIT250,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,42.22697117833461,42.36531300953459,5.880610674762849,133.99336321553636,30,111,0,0,True,False,10.0,0.004,0.04,0.0004,lx2_sx2,long_max2,short_max2,250,42.22697117833461,134
lx2_sx2_L12_SPLIT300,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,42.22697117833461,42.36531300953459,5.880610674762849,133.99336321553636,30,111,0,0,True,False,12.0,0.0033333333333333335,0.04,0.0004,lx2_sx2,long_max2,short_max2,300,42.22697117833461,135
lx2_sx2_L20_SPLIT500,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,42.22697117833461,42.36531300953459,5.880610674762849,133.99336321553636,30,111,0,0,True,False,20.0,0.002,0.04,0.0004,lx2_sx2,long_max2,short_max2,500,42.22697117833461,136
lx2_sm2_L5_SPLIT150,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,40.23375952274102,40.23375952274102,7.550546527460527,129.64534426276936,52,236,0,0,True,False,5.0,0.006666666666666667,0.03333333333333333,0.0004,lx2_sm2,long_max2,short_main2,150,40.23375952274102,137
lx2_sm2_L10_SPLIT300,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,40.23375952274102,40.23375952274102,7.550546527460527,129.64534426276936,52,236,0,0,True,False,10.0,0.0033333333333333335,0.03333333333333333,0.0004,lx2_sm2,long_max2,short_main2,300,40.23375952274102,138
lx2_sx2_L15_SPLIT400,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,39.181375437081066,39.30828708267165,5.523003235764591,131.61428587940748,30,111,0,0,True,False,15.0,0.0025,0.0375,0.0004,lx2_sx2,long_max2,short_max2,400,39.181375437081066,139
lx2_sx2_L30_SPLIT800,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,39.181375437081066,39.30828708267165,5.523003235764591,131.61428587940748,30,111,0,0,True,False,30.0,0.00125,0.0375,0.0004,lx2_sx2,long_max2,short_max2,800,39.181375437081066,140
lx2_sm2_L25_SPLIT800,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,37.32266685620369,37.32266685620369,7.095092131745943,127.5794971249855,52,236,0,0,True,False,25.0,0.00125,0.03125,0.0004,lx2_sm2,long_max2,short_main2,800,37.32266685620369,141
lx2_sx2_L25_SPLIT700,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,37.041986501886996,37.160992441774624,5.266772075164653,129.93703559383255,30,111,0,0,True,False,25.0,0.0014285714285714286,0.03571428571428571,0.0004,lx2_sx2,long_max2,short_max2,700,37.041986501886996,142
lx2_sx2_L7_SPLIT200,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,36.19454069686585,36.31044360818976,5.164093147443907,129.27124533056883,30,111,0,0,True,False,7.0,0.005,0.035,0.0004,lx2_sx2,long_max2,short_max2,200,36.19454069686585,143
lx2_sm2_L3_SPLIT100,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,35.6037489879935,35.6037489879935,6.820788845863106,126.35450360244823,52,236,0,0,True,False,3.0,0.01,0.03,0.0004,lx2_sm2,long_max2,short_main2,100,35.6037489879935,144
lx2_sm2_L12_SPLIT400,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,35.6037489879935,35.6037489879935,6.820788845863106,126.35450360244823,52,236,0,0,True,False,12.0,0.0025,0.03,0.0004,lx2_sm2,long_max2,short_main2,400,35.6037489879935,145
lx2_sm2_L15_SPLIT500,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,35.6037489879935,35.6037489879935,6.820788845863106,126.35450360244823,52,236,0,0,True,False,15.0,0.002,0.03,0.0004,lx2_sm2,long_max2,short_main2,500,35.6037489879935,146
lx2_sm2_L30_SPLIT1000,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,2241,309,1932,456,1785,20.34805890227577,35.6037489879935,35.6037489879935,6.820788845863106,126.35450360244823,52,236,0,0,True,False,30.0,0.001,0.03,0.0004,lx2_sm2,long_max2,short_main2,1000,35.6037489879935,147
lx2_sx2_L5_SPLIT150,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,34.235452353868,34.3442445113695,4.924093816741689,127.72900787423683,30,111,0,0,True,False,5.0,0.006666666666666667,0.03333333333333333,0.0004,lx2_sx2,long_max2,short_max2,150,34.235452353868,148
lx2_sx2_L10_SPLIT300,LONG_MAX2_SHORT_MAX2_MAIN2_2026_LEVERAGE_SPLIT_SWEEP_V1,1201,309,892,343,858,28.55953372189842,34.235452353868,34.3442445113695,4.924093816741689,127.72900787423683,30,111,0,0,True,False,10.0,0.0033333333333333335,0.03333333333333333,0.0004,lx2_sx2,long_max2,short_max2,300,34.235452353868,149
