strategy,side,axis,parent,group,entry,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,parent_baseline_trades,parent_trade_ratio,name,quality_tag,dev_long,dev_short,rsi_long_max,rsi_short_min,stop_atr,rr,hold,cooldown,atrp_min,atrp_max,range20_max,vol_min,body_min,close_pos_long_min,close_pos_short_max,wick_min,ret3_floor,ret5_floor,ret10_floor,ret20_floor,ret3_ceil,ret5_ceil,ret10_ceil,ret20_ceil,trend_required,reclaim_required,anchor_required,breakout_bonus,absorb_bonus,be_r,trail_r,trail_atr,fail_bars,fail_pnl,post_loss_after,post_loss_bars,sym_dd_pct,sym_dd_bars,shock_lb,shock_ret5,shock_range,shock_close_pos
8V15_long_main_044_soft_rare22,long,long_main,6V2_L01_doubleflush_core,parent_preserve_lm_doubleflush,lm_parent_doubleflush_cap_reclaim,0,0,0,0.0,0.0,0.0,0.0,100.0,592,0.0,8V15_long_main_044_soft_rare22,soft_rare22,0.0,0.0,48.0,0.0,1.3599999999999999,2.08,18,11,0.0036000000000000003,0.06,0.19799999999999998,1.17,0.225,0.5950000000000001,1.0,0.63,-0.048,-0.072,-0.058,-0.09000000000000001,1.0,1.0,1.0,1.0,False,False,True,0.0,0.0,0.96,1.36,1.15,8,-0.62,2,24,0.17,34,6,-0.062,0.126,0.24
8V15_long_main_045_mdd_brake,long,long_main,6V2_L01_doubleflush_core,parent_preserve_lm_doubleflush,lm_parent_doubleflush_cap_reclaim,0,0,0,0.0,0.0,0.0,0.0,100.0,592,0.0,8V15_long_main_045_mdd_brake,mdd_brake,0.0,0.0,42.0,0.0,1.42,2.08,20,14,0.004,0.06,0.19799999999999998,1.17,0.225,0.5950000000000001,1.0,0.7100000000000001,-0.03,-0.078,-0.058,-0.09000000000000001,1.0,1.0,1.0,1.0,False,False,False,0.0,0.0,1.04,1.36,1.15,9,-0.62,3,28,0.17,34,7,-0.062,0.126,0.24
8V15_long_main_046_wick_quality,long,long_main,6V2_L01_doubleflush_core,parent_preserve_lm_doubleflush,lm_parent_doubleflush_cap_reclaim,0,0,0,0.0,0.0,0.0,0.0,100.0,592,0.0,8V15_long_main_046_wick_quality,wick_quality,0.0,0.0,44.0,0.0,1.18,2.18,12,17,0.0032,0.06,0.19799999999999998,1.22,0.225,0.5950000000000001,1.0,0.79,-0.036,-0.078,-0.064,-0.09000000000000001,1.0,1.0,1.0,1.0,False,False,True,0.0,0.0,0.72,1.46,1.15,5,-0.62,2,28,0.17,34,8,-0.062,0.126,0.24
8V15_long_main_047_ema_reclaim,long,long_main,6V2_L01_doubleflush_core,parent_preserve_lm_doubleflush,lm_parent_doubleflush_cap_reclaim,0,0,0,0.0,0.0,0.0,0.0,100.0,592,0.0,8V15_long_main_047_ema_reclaim,ema_reclaim,0.0,0.0,46.0,0.0,1.24,2.18,14,20,0.0036000000000000003,0.06,0.19799999999999998,1.22,0.225,0.5950000000000001,1.0,0.8700000000000001,-0.041999999999999996,-0.078,-0.064,-0.09000000000000001,1.0,1.0,1.0,1.0,True,True,False,0.0,0.0,0.7999999999999999,1.46,1.15,6,-0.62,2,28,0.17,34,9,-0.062,0.126,0.24
8V15_long_main_048_vol_confirm,long,long_main,6V2_L01_doubleflush_core,parent_preserve_lm_doubleflush,lm_parent_doubleflush_cap_reclaim,0,0,0,0.0,0.0,0.0,0.0,100.0,592,0.0,8V15_long_main_048_vol_confirm,vol_confirm,0.0,0.0,48.0,0.0,1.2999999999999998,2.18,16,23,0.004,0.06,0.19799999999999998,1.22,0.225,0.5950000000000001,1.0,0.9500000000000001,-0.048,-0.078,-0.064,-0.09000000000000001,1.0,1.0,1.0,1.0,False,True,False,0.0,0.0,0.88,1.46,1.15,7,-0.62,2,28,0.17,34,10,-0.062,0.126,0.24
8V15_long_main_049_thin_trail,long,long_main,6V2_L01_doubleflush_core,parent_preserve_lm_doubleflush,lm_parent_doubleflush_cap_reclaim,0,0,0,0.0,0.0,0.0,0.0,100.0,592,0.0,8V15_long_main_049_thin_trail,thin_trail,0.0,0.0,42.0,0.0,1.3599999999999999,2.18,18,8,0.0032,0.06,0.186,1.22,0.12,0.5950000000000001,1.0,0.55,-0.03,-0.06,-0.064,-0.1,1.0,1.0,1.0,1.0,False,False,False,0.0,0.0,0.96,1.46,1.24,8,-0.72,2,8,0.19,14,5,-0.068,0.126,0.24
8V15_long_main_050_hold_trim,long,long_main,6V2_L01_doubleflush_core,parent_preserve_lm_doubleflush,lm_parent_doubleflush_cap_reclaim,0,0,0,0.0,0.0,0.0,0.0,100.0,592,0.0,8V15_long_main_050_hold_trim,hold_trim,0.0,0.0,44.0,0.0,1.42,2.18,20,11,0.0036000000000000003,0.06,0.186,1.22,0.12,0.6300000000000001,1.0,0.63,-0.036,-0.06,-0.064,-0.1,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.04,1.46,1.24,9,-0.72,3,8,0.19,14,6,-0.068,0.126,0.24
8V15_long_max_001_v51_core_keep,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_001_v51_core_keep,v51_core_keep,0.0,0.0,46.0,0.0,1.05,1.62,10,6,0.0028,0.056,0.178,1.0,0.1,0.51,1.0,0.25,-0.04,-0.07,-0.045,-0.075,1.0,1.0,1.0,1.0,False,True,False,0.0,0.0,0.66,0.98,1.04,4,-0.34,2,8,0.12,14,5,-0.052,0.09,0.23
8V15_long_max_002_v51_lowanchor,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_002_v51_lowanchor,v51_lowanchor,0.0,0.0,48.0,0.0,1.1,1.62,12,8,0.0031,0.056,0.178,1.0,0.1,0.51,1.0,0.31,-0.046,-0.07,-0.045,-0.075,1.0,1.0,1.0,1.0,False,False,True,0.0,0.0,0.73,0.98,1.04,5,-0.34,2,8,0.12,14,6,-0.052,0.09,0.23
8V15_long_max_003_v51_strict,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_003_v51_strict,v51_strict,0.0,0.0,50.0,0.0,1.1500000000000001,1.62,14,10,0.0034,0.056,0.178,1.0,0.1,0.51,1.0,0.37,-0.052000000000000005,-0.07,-0.045,-0.075,1.0,1.0,1.0,1.0,False,True,False,0.0,0.0,0.8,0.98,1.04,6,-0.34,2,8,0.12,14,7,-0.052,0.09,0.23
8V15_long_max_004_v51_shocklow,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_004_v51_shocklow,v51_shocklow,0.0,0.0,52.0,0.0,1.2000000000000002,1.62,16,12,0.0037,0.056,0.178,1.0,0.1,0.51,1.0,0.43,-0.058,-0.07,-0.045,-0.075,1.0,1.0,1.0,1.0,False,False,True,0.0,0.0,0.8700000000000001,0.98,1.04,7,-0.34,2,8,0.12,14,8,-0.052,0.09,0.23
8V15_long_max_005_v51_mdd_brake,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_005_v51_mdd_brake,v51_mdd_brake,0.0,0.0,54.0,0.0,1.25,1.62,18,14,0.0028,0.056,0.178,1.0,0.1,0.51,1.0,0.49,-0.04,-0.07700000000000001,-0.045,-0.075,1.0,1.0,1.0,1.0,False,False,False,0.0,0.0,0.9400000000000001,0.98,1.04,8,-0.34,3,12,0.12,14,9,-0.052,0.09,0.23
8V15_long_max_006_v51_volclip,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_006_v51_volclip,v51_volclip,0.0,0.0,46.0,0.0,1.05,1.7100000000000002,20,16,0.0031,0.056,0.178,1.045,0.1,0.51,1.0,0.55,-0.046,-0.07700000000000001,-0.051,-0.075,1.0,1.0,1.0,1.0,False,True,False,0.0,0.0,0.66,1.07,1.04,4,-0.34,2,12,0.12,14,10,-0.052,0.09,0.23
8V15_long_max_007_v51_wickclip,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_007_v51_wickclip,v51_wickclip,0.0,0.0,48.0,0.0,1.1,1.7100000000000002,10,18,0.0034,0.056,0.178,1.045,0.13,0.51,1.0,0.25,-0.052000000000000005,-0.07700000000000001,-0.051,-0.08399999999999999,1.0,1.0,1.0,1.0,False,False,True,0.0,0.0,0.73,1.07,1.04,5,-0.43000000000000005,2,12,0.13799999999999998,14,5,-0.057999999999999996,0.09,0.23
8V15_long_max_008_v51_ema_soft,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_008_v51_ema_soft,v51_ema_soft,0.0,0.0,50.0,0.0,1.1500000000000001,1.7100000000000002,12,6,0.0037,0.056,0.178,1.045,0.13,0.545,1.0,0.31,-0.058,-0.07700000000000001,-0.051,-0.08399999999999999,1.0,1.0,1.0,1.0,True,True,False,0.0,0.0,0.8,1.07,1.04,6,-0.43000000000000005,2,12,0.13799999999999998,14,6,-0.057999999999999996,0.09,0.23
8V15_long_max_009_v51_hold_trim,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_009_v51_hold_trim,v51_hold_trim,0.0,0.0,52.0,0.0,1.2000000000000002,1.7100000000000002,14,8,0.0028,0.056,0.16799999999999998,1.045,0.13,0.545,1.0,0.37,-0.04,-0.084,-0.051,-0.08399999999999999,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,0.8700000000000001,1.07,1.12,7,-0.43000000000000005,3,16,0.13799999999999998,18,7,-0.057999999999999996,0.09,0.23
8V15_long_max_010_v51_trail_guard,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_010_v51_trail_guard,v51_trail_guard,0.0,0.0,54.0,0.0,1.25,1.7100000000000002,16,10,0.0031,0.056,0.16799999999999998,1.045,0.13,0.545,1.0,0.43,-0.046,-0.084,-0.051,-0.08399999999999999,1.0,1.0,1.0,1.0,False,False,False,0.0,0.0,0.9400000000000001,1.07,1.12,8,-0.43000000000000005,2,16,0.13799999999999998,18,8,-0.057999999999999996,0.09,0.23
8V15_long_max_011_v51_core_keep,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_011_v51_core_keep,v51_core_keep,0.0,0.0,46.0,0.0,1.05,1.8,18,12,0.0034,0.053,0.16799999999999998,1.09,0.13,0.545,1.0,0.49,-0.052000000000000005,-0.084,-0.056999999999999995,-0.08399999999999999,1.0,1.0,1.0,1.0,False,True,False,0.0,0.0,0.66,1.16,1.12,4,-0.43000000000000005,2,16,0.13799999999999998,18,9,-0.057999999999999996,0.09999999999999999,0.23
8V15_long_max_012_v51_lowanchor,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_012_v51_lowanchor,v51_lowanchor,0.0,0.0,48.0,0.0,1.1,1.8,20,14,0.0037,0.053,0.16799999999999998,1.09,0.13,0.545,1.0,0.55,-0.058,-0.084,-0.056999999999999995,-0.08399999999999999,1.0,1.0,1.0,1.0,False,False,True,0.0,0.0,0.73,1.16,1.12,5,-0.43000000000000005,2,16,0.13799999999999998,18,10,-0.057999999999999996,0.09999999999999999,0.23
8V15_long_max_013_v51_strict,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_013_v51_strict,v51_strict,0.0,0.0,50.0,0.0,1.1500000000000001,1.8,10,16,0.0028,0.053,0.16799999999999998,1.09,0.16,0.545,1.0,0.25,-0.04,-0.09100000000000001,-0.056999999999999995,-0.093,1.0,1.0,1.0,1.0,False,True,False,0.0,0.0,0.8,1.16,1.12,6,-0.52,2,20,0.156,18,5,-0.064,0.09999999999999999,0.23
8V15_long_max_014_v51_shocklow,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_014_v51_shocklow,v51_shocklow,0.0,0.0,52.0,0.0,1.2000000000000002,1.8,12,18,0.0031,0.053,0.16799999999999998,1.09,0.16,0.545,1.0,0.31,-0.046,-0.09100000000000001,-0.056999999999999995,-0.093,1.0,1.0,1.0,1.0,False,False,True,0.0,0.0,0.8700000000000001,1.16,1.12,7,-0.52,2,20,0.156,18,6,-0.064,0.09999999999999999,0.23
8V15_long_max_015_v51_mdd_brake,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_015_v51_mdd_brake,v51_mdd_brake,0.0,0.0,54.0,0.0,1.25,1.8,14,6,0.0034,0.053,0.16799999999999998,1.09,0.16,0.5800000000000001,1.0,0.37,-0.052000000000000005,-0.09100000000000001,-0.056999999999999995,-0.093,1.0,1.0,1.0,1.0,False,False,False,0.0,0.0,0.9400000000000001,1.16,1.12,8,-0.52,3,20,0.156,18,7,-0.064,0.09999999999999999,0.23
8V15_long_max_016_v51_volclip,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_016_v51_volclip,v51_volclip,0.0,0.0,46.0,0.0,1.05,1.8900000000000001,16,8,0.0037,0.053,0.16799999999999998,1.135,0.16,0.5800000000000001,1.0,0.43,-0.058,-0.09100000000000001,-0.063,-0.093,1.0,1.0,1.0,1.0,False,True,False,0.0,0.0,0.66,1.25,1.12,4,-0.52,2,20,0.156,18,8,-0.064,0.09999999999999999,0.23
8V15_long_max_017_v51_wickclip,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_017_v51_wickclip,v51_wickclip,0.0,0.0,48.0,0.0,1.1,1.8900000000000001,18,10,0.0028,0.053,0.158,1.135,0.16,0.5800000000000001,1.0,0.49,-0.04,-0.07,-0.063,-0.093,1.0,1.0,1.0,1.0,False,False,True,0.0,0.0,0.73,1.25,1.2,5,-0.52,2,24,0.156,22,9,-0.064,0.09999999999999999,0.23
8V15_long_max_018_v51_ema_soft,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_018_v51_ema_soft,v51_ema_soft,0.0,0.0,50.0,0.0,1.1500000000000001,1.8900000000000001,20,12,0.0031,0.053,0.158,1.135,0.16,0.5800000000000001,1.0,0.55,-0.046,-0.07,-0.063,-0.093,1.0,1.0,1.0,1.0,True,True,False,0.0,0.0,0.8,1.25,1.2,6,-0.52,2,24,0.156,22,10,-0.064,0.09999999999999999,0.23
8V15_long_max_019_v51_hold_trim,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_019_v51_hold_trim,v51_hold_trim,0.0,0.0,52.0,0.0,1.2000000000000002,1.8900000000000001,10,14,0.0034,0.053,0.158,1.135,0.19,0.5800000000000001,1.0,0.25,-0.052000000000000005,-0.07,-0.063,-0.102,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,0.8700000000000001,1.25,1.2,7,-0.6100000000000001,3,24,0.174,22,5,-0.07,0.09999999999999999,0.23
8V15_long_max_020_v51_trail_guard,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_020_v51_trail_guard,v51_trail_guard,0.0,0.0,54.0,0.0,1.25,1.8900000000000001,12,16,0.0037,0.053,0.158,1.135,0.19,0.5800000000000001,1.0,0.31,-0.058,-0.07,-0.063,-0.102,1.0,1.0,1.0,1.0,False,False,False,0.0,0.0,0.9400000000000001,1.25,1.2,8,-0.6100000000000001,2,24,0.174,22,6,-0.07,0.09999999999999999,0.23
8V15_long_max_021_v51_core_keep,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_021_v51_core_keep,v51_core_keep,0.0,0.0,46.0,0.0,1.05,1.98,14,18,0.0028,0.05,0.158,1.18,0.19,0.5800000000000001,1.0,0.37,-0.04,-0.07700000000000001,-0.069,-0.102,1.0,1.0,1.0,1.0,False,True,False,0.0,0.0,0.66,1.3399999999999999,1.2,4,-0.6100000000000001,2,28,0.174,22,7,-0.07,0.11,0.23
8V15_long_max_022_v51_lowanchor,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_022_v51_lowanchor,v51_lowanchor,0.0,0.0,48.0,0.0,1.1,1.98,16,6,0.0031,0.05,0.158,1.18,0.19,0.615,1.0,0.43,-0.046,-0.07700000000000001,-0.069,-0.102,1.0,1.0,1.0,1.0,False,False,True,0.0,0.0,0.73,1.3399999999999999,1.2,5,-0.6100000000000001,2,28,0.174,22,8,-0.07,0.11,0.23
8V15_long_max_023_v51_strict,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_023_v51_strict,v51_strict,0.0,0.0,50.0,0.0,1.1500000000000001,1.98,18,8,0.0034,0.05,0.158,1.18,0.19,0.615,1.0,0.49,-0.052000000000000005,-0.07700000000000001,-0.069,-0.102,1.0,1.0,1.0,1.0,False,True,False,0.0,0.0,0.8,1.3399999999999999,1.2,6,-0.6100000000000001,2,28,0.174,22,9,-0.07,0.11,0.23
8V15_long_max_024_v51_shocklow,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_024_v51_shocklow,v51_shocklow,0.0,0.0,52.0,0.0,1.2000000000000002,1.98,20,10,0.0037,0.05,0.158,1.18,0.19,0.615,1.0,0.55,-0.058,-0.07700000000000001,-0.069,-0.102,1.0,1.0,1.0,1.0,False,False,True,0.0,0.0,0.8700000000000001,1.3399999999999999,1.2,7,-0.6100000000000001,2,28,0.174,22,10,-0.07,0.11,0.23
8V15_long_max_025_v51_mdd_brake,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_025_v51_mdd_brake,v51_mdd_brake,0.0,0.0,54.0,0.0,1.25,1.98,10,12,0.0028,0.05,0.148,1.18,0.1,0.615,1.0,0.25,-0.04,-0.084,-0.069,-0.11099999999999999,1.0,1.0,1.0,1.0,False,False,False,0.0,0.0,0.9400000000000001,1.3399999999999999,1.28,8,-0.7,3,8,0.192,26,5,-0.076,0.11,0.23
8V15_long_max_026_v51_volclip,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_026_v51_volclip,v51_volclip,0.0,0.0,46.0,0.0,1.05,1.62,12,14,0.0031,0.05,0.148,1.225,0.1,0.615,1.0,0.31,-0.046,-0.084,-0.045,-0.11099999999999999,1.0,1.0,1.0,1.0,False,True,False,0.0,0.0,0.66,0.98,1.28,4,-0.7,2,8,0.192,26,6,-0.076,0.11,0.23
8V15_long_max_027_v51_wickclip,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_027_v51_wickclip,v51_wickclip,0.0,0.0,48.0,0.0,1.1,1.62,14,16,0.0034,0.05,0.148,1.225,0.1,0.615,1.0,0.37,-0.052000000000000005,-0.084,-0.045,-0.11099999999999999,1.0,1.0,1.0,1.0,False,False,True,0.0,0.0,0.73,0.98,1.28,5,-0.7,2,8,0.192,26,7,-0.076,0.11,0.23
8V15_long_max_028_v51_ema_soft,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_028_v51_ema_soft,v51_ema_soft,0.0,0.0,50.0,0.0,1.1500000000000001,1.62,16,18,0.0037,0.05,0.148,1.225,0.1,0.615,1.0,0.43,-0.058,-0.084,-0.045,-0.11099999999999999,1.0,1.0,1.0,1.0,True,True,False,0.0,0.0,0.8,0.98,1.28,6,-0.7,2,8,0.192,26,8,-0.076,0.11,0.23
8V15_long_max_029_v51_hold_trim,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_029_v51_hold_trim,v51_hold_trim,0.0,0.0,52.0,0.0,1.2000000000000002,1.62,18,6,0.0028,0.05,0.148,1.225,0.1,0.65,1.0,0.49,-0.04,-0.09100000000000001,-0.045,-0.11099999999999999,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,0.8700000000000001,0.98,1.28,7,-0.7,3,12,0.192,26,9,-0.076,0.11,0.23
8V15_long_max_030_v51_trail_guard,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_030_v51_trail_guard,v51_trail_guard,0.0,0.0,54.0,0.0,1.25,1.62,20,8,0.0031,0.05,0.148,1.225,0.1,0.65,1.0,0.55,-0.046,-0.09100000000000001,-0.045,-0.11099999999999999,1.0,1.0,1.0,1.0,False,False,False,0.0,0.0,0.9400000000000001,0.98,1.28,8,-0.7,2,12,0.192,26,10,-0.076,0.11,0.23
8V15_long_max_031_v51_core_keep,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_031_v51_core_keep,v51_core_keep,0.0,0.0,46.0,0.0,1.05,1.7100000000000002,10,10,0.0034,0.047,0.148,1.0,0.13,0.65,1.0,0.25,-0.052000000000000005,-0.09100000000000001,-0.051,-0.075,1.0,1.0,1.0,1.0,False,True,False,0.0,0.0,0.66,1.07,1.28,4,-0.34,2,12,0.12,26,5,-0.052,0.12,0.23
8V15_long_max_032_v51_lowanchor,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_032_v51_lowanchor,v51_lowanchor,0.0,0.0,48.0,0.0,1.1,1.7100000000000002,12,12,0.0037,0.047,0.148,1.0,0.13,0.65,1.0,0.31,-0.058,-0.09100000000000001,-0.051,-0.075,1.0,1.0,1.0,1.0,False,False,True,0.0,0.0,0.73,1.07,1.28,5,-0.34,2,12,0.12,26,6,-0.052,0.12,0.23
8V15_long_max_033_v51_strict,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_033_v51_strict,v51_strict,0.0,0.0,50.0,0.0,1.1500000000000001,1.7100000000000002,14,14,0.0028,0.047,0.178,1.0,0.13,0.65,1.0,0.37,-0.04,-0.07,-0.051,-0.075,1.0,1.0,1.0,1.0,False,True,False,0.0,0.0,0.8,1.07,1.36,6,-0.34,2,16,0.12,30,7,-0.052,0.12,0.23
8V15_long_max_034_v51_shocklow,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_034_v51_shocklow,v51_shocklow,0.0,0.0,52.0,0.0,1.2000000000000002,1.7100000000000002,16,16,0.0031,0.047,0.178,1.0,0.13,0.65,1.0,0.43,-0.046,-0.07,-0.051,-0.075,1.0,1.0,1.0,1.0,False,False,True,0.0,0.0,0.8700000000000001,1.07,1.36,7,-0.34,2,16,0.12,30,8,-0.052,0.12,0.23
8V15_long_max_035_v51_mdd_brake,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_035_v51_mdd_brake,v51_mdd_brake,0.0,0.0,54.0,0.0,1.25,1.7100000000000002,18,18,0.0034,0.047,0.178,1.0,0.13,0.65,1.0,0.49,-0.052000000000000005,-0.07,-0.051,-0.075,1.0,1.0,1.0,1.0,False,False,False,0.0,0.0,0.9400000000000001,1.07,1.36,8,-0.34,3,16,0.12,30,9,-0.052,0.12,0.23
8V15_long_max_036_v51_volclip,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_036_v51_volclip,v51_volclip,0.0,0.0,46.0,0.0,1.05,1.8,20,6,0.0037,0.047,0.178,1.045,0.13,0.51,1.0,0.55,-0.058,-0.07,-0.056999999999999995,-0.075,1.0,1.0,1.0,1.0,False,True,False,0.0,0.0,0.66,1.16,1.36,4,-0.34,2,16,0.12,30,10,-0.052,0.12,0.23
8V15_long_max_037_v51_wickclip,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_037_v51_wickclip,v51_wickclip,0.0,0.0,48.0,0.0,1.1,1.8,10,8,0.0028,0.047,0.178,1.045,0.16,0.51,1.0,0.25,-0.04,-0.07700000000000001,-0.056999999999999995,-0.08399999999999999,1.0,1.0,1.0,1.0,False,False,True,0.0,0.0,0.73,1.16,1.36,5,-0.43000000000000005,2,20,0.13799999999999998,30,5,-0.057999999999999996,0.12,0.23
