period,scenario,selected_after_cap,selected_before_cap,spec
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h120_k1_short_capnone,78918,78918,btc_rb_z4.5_gap0.5_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h120_k1_short_capnone,8323,8323,btc_rb_z4.5_gap0.5_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h120_k1_short_capnone,1186,1186,btc_rb_z4.5_gap0.5_cd144_h120_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h120_k1_short_cap50,88043,88427,btc_rb_z4.5_gap0.5_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h120_k1_short_cap50,79962,80104,btc_rb_z4.5_gap0.5_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h120_k1_short_cap50,78825,78918,btc_rb_z4.5_gap0.5_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h120_k1_short_cap50,8088,8323,btc_rb_z4.5_gap0.5_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h120_k1_short_cap50,1137,1186,btc_rb_z4.5_gap0.5_cd144_h120_k1_short
BASE,btc_rb_z4.5_gap1_cd120_h120_k1_short_capnone,83130,83130,btc_rb_z4.5_gap1_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd120_h120_k1_short_capnone,75649,75649,btc_rb_z4.5_gap1_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd120_h120_k1_short_capnone,74555,74555,btc_rb_z4.5_gap1_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd120_h120_k1_short_capnone,7481,7481,btc_rb_z4.5_gap1_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd120_h120_k1_short_capnone,1094,1094,btc_rb_z4.5_gap1_cd120_h120_k1_short
BASE,btc_rb_z4.5_gap1_cd120_h120_k1_short_cap50,83025,83130,btc_rb_z4.5_gap1_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd120_h120_k1_short_cap50,75605,75649,btc_rb_z4.5_gap1_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd120_h120_k1_short_cap50,74527,74555,btc_rb_z4.5_gap1_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd120_h120_k1_short_cap50,7427,7481,btc_rb_z4.5_gap1_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd120_h120_k1_short_cap50,1078,1094,btc_rb_z4.5_gap1_cd120_h120_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h120_k1_short_capnone,81326,81326,btc_rb_z4.5_gap1_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h120_k1_short_capnone,73966,73966,btc_rb_z4.5_gap1_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h120_k1_short_capnone,72897,72897,btc_rb_z4.5_gap1_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h120_k1_short_capnone,7360,7360,btc_rb_z4.5_gap1_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h120_k1_short_capnone,1069,1069,btc_rb_z4.5_gap1_cd144_h120_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h120_k1_short_cap50,81242,81326,btc_rb_z4.5_gap1_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h120_k1_short_cap50,73936,73966,btc_rb_z4.5_gap1_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h120_k1_short_cap50,72879,72897,btc_rb_z4.5_gap1_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h120_k1_short_cap50,7314,7360,btc_rb_z4.5_gap1_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h120_k1_short_cap50,1057,1069,btc_rb_z4.5_gap1_cd144_h120_k1_short
BASE,btc_rb_z4.5_gap1.5_cd120_h120_k1_short_capnone,77694,77694,btc_rb_z4.5_gap1.5_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap1.5_cd120_h120_k1_short_capnone,70926,70926,btc_rb_z4.5_gap1.5_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1.5_cd120_h120_k1_short_capnone,69954,69954,btc_rb_z4.5_gap1.5_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1.5_cd120_h120_k1_short_capnone,6768,6768,btc_rb_z4.5_gap1.5_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1.5_cd120_h120_k1_short_capnone,972,972,btc_rb_z4.5_gap1.5_cd120_h120_k1_short
BASE,btc_rb_z4.5_gap1.5_cd120_h120_k1_short_cap50,77682,77694,btc_rb_z4.5_gap1.5_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap1.5_cd120_h120_k1_short_cap50,70924,70926,btc_rb_z4.5_gap1.5_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1.5_cd120_h120_k1_short_cap50,69953,69954,btc_rb_z4.5_gap1.5_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1.5_cd120_h120_k1_short_cap50,6763,6768,btc_rb_z4.5_gap1.5_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1.5_cd120_h120_k1_short_cap50,971,972,btc_rb_z4.5_gap1.5_cd120_h120_k1_short
BASE,btc_rb_z4.5_gap1.5_cd144_h120_k1_short_capnone,76088,76088,btc_rb_z4.5_gap1.5_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap1.5_cd144_h120_k1_short_capnone,69430,69430,btc_rb_z4.5_gap1.5_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1.5_cd144_h120_k1_short_capnone,68481,68481,btc_rb_z4.5_gap1.5_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1.5_cd144_h120_k1_short_capnone,6658,6658,btc_rb_z4.5_gap1.5_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1.5_cd144_h120_k1_short_capnone,949,949,btc_rb_z4.5_gap1.5_cd144_h120_k1_short
BASE,btc_rb_z4.5_gap1.5_cd144_h120_k1_short_cap50,76081,76088,btc_rb_z4.5_gap1.5_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap1.5_cd144_h120_k1_short_cap50,69430,69430,btc_rb_z4.5_gap1.5_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1.5_cd144_h120_k1_short_cap50,68481,68481,btc_rb_z4.5_gap1.5_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1.5_cd144_h120_k1_short_cap50,6656,6658,btc_rb_z4.5_gap1.5_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1.5_cd144_h120_k1_short_cap50,949,949,btc_rb_z4.5_gap1.5_cd144_h120_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_capnone,88421,88421,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_capnone,80104,80104,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_capnone,78918,78918,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_capnone,8317,8317,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_capnone,1186,1186,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_cap50,86916,88421,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_cap50,79392,80104,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_cap50,78367,78918,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_cap50,7533,8317,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_cap50,1025,1186,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_capnone,88421,88421,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_capnone,80104,80104,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_capnone,78918,78918,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_capnone,8317,8317,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_capnone,1186,1186,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_cap50,86916,88421,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_cap50,79392,80104,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_cap50,78367,78918,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_cap50,7533,8317,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h144_k1_short_cap50,1025,1186,btc_rb_z4.5_gap0.5_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,81321,81321,btc_rb_z4.5_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,73966,73966,btc_rb_z4.5_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,72897,72897,btc_rb_z4.5_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,7355,7355,btc_rb_z4.5_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,1069,1069,btc_rb_z4.5_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,80747,81321,btc_rb_z4.5_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,73708,73966,btc_rb_z4.5_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,72722,72897,btc_rb_z4.5_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,7044,7355,btc_rb_z4.5_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,986,1069,btc_rb_z4.5_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,81321,81321,btc_rb_z4.5_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,73966,73966,btc_rb_z4.5_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,72897,72897,btc_rb_z4.5_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,7355,7355,btc_rb_z4.5_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,1069,1069,btc_rb_z4.5_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,80747,81321,btc_rb_z4.5_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,73708,73966,btc_rb_z4.5_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,72722,72897,btc_rb_z4.5_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,7044,7355,btc_rb_z4.5_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,986,1069,btc_rb_z4.5_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_capnone,76083,76083,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_capnone,69430,69430,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_capnone,68481,68481,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_capnone,6653,6653,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_capnone,949,949,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_cap50,75931,76083,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_cap50,69363,69430,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_cap50,68435,68481,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_cap50,6575,6653,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_cap50,928,949,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_capnone,76083,76083,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_capnone,69430,69430,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_capnone,68481,68481,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_capnone,6653,6653,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_capnone,949,949,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_cap50,75931,76083,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_cap50,69363,69430,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_cap50,68435,68481,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_cap50,6575,6653,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1.5_cd144_h144_k1_short_cap50,928,949,btc_rb_z4.5_gap1.5_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap0.5_cd120_h120_k1_short_capnone,83160,83160,btc_rb_z4.75_gap0.5_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap0.5_cd120_h120_k1_short_capnone,75159,75159,btc_rb_z4.75_gap0.5_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0.5_cd120_h120_k1_short_capnone,74000,74000,btc_rb_z4.75_gap0.5_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0.5_cd120_h120_k1_short_capnone,8001,8001,btc_rb_z4.75_gap0.5_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0.5_cd120_h120_k1_short_capnone,1159,1159,btc_rb_z4.75_gap0.5_cd120_h120_k1_short
BASE,btc_rb_z4.75_gap0.5_cd120_h120_k1_short_cap50,82881,83160,btc_rb_z4.75_gap0.5_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap0.5_cd120_h120_k1_short_cap50,75054,75159,btc_rb_z4.75_gap0.5_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0.5_cd120_h120_k1_short_cap50,73936,74000,btc_rb_z4.75_gap0.5_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0.5_cd120_h120_k1_short_cap50,7837,8001,btc_rb_z4.75_gap0.5_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0.5_cd120_h120_k1_short_cap50,1118,1159,btc_rb_z4.75_gap0.5_cd120_h120_k1_short
BASE,btc_rb_z4.75_gap0.5_cd144_h120_k1_short_capnone,81356,81356,btc_rb_z4.75_gap0.5_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap0.5_cd144_h120_k1_short_capnone,73494,73494,btc_rb_z4.75_gap0.5_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0.5_cd144_h120_k1_short_capnone,72361,72361,btc_rb_z4.75_gap0.5_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0.5_cd144_h120_k1_short_capnone,7862,7862,btc_rb_z4.75_gap0.5_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0.5_cd144_h120_k1_short_capnone,1133,1133,btc_rb_z4.75_gap0.5_cd144_h120_k1_short
BASE,btc_rb_z4.75_gap0.5_cd144_h120_k1_short_cap50,81123,81356,btc_rb_z4.75_gap0.5_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap0.5_cd144_h120_k1_short_cap50,73416,73494,btc_rb_z4.75_gap0.5_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0.5_cd144_h120_k1_short_cap50,72312,72361,btc_rb_z4.75_gap0.5_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0.5_cd144_h120_k1_short_cap50,7717,7862,btc_rb_z4.75_gap0.5_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0.5_cd144_h120_k1_short_cap50,1104,1133,btc_rb_z4.75_gap0.5_cd144_h120_k1_short
BASE,btc_rb_z4.75_gap1_cd120_h120_k1_short_capnone,76816,76816,btc_rb_z4.75_gap1_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd120_h120_k1_short_capnone,69698,69698,btc_rb_z4.75_gap1_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd120_h120_k1_short_capnone,68644,68644,btc_rb_z4.75_gap1_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd120_h120_k1_short_capnone,7118,7118,btc_rb_z4.75_gap1_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd120_h120_k1_short_capnone,1054,1054,btc_rb_z4.75_gap1_cd120_h120_k1_short
BASE,btc_rb_z4.75_gap1_cd120_h120_k1_short_cap50,76742,76816,btc_rb_z4.75_gap1_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd120_h120_k1_short_cap50,69674,69698,btc_rb_z4.75_gap1_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd120_h120_k1_short_cap50,68627,68644,btc_rb_z4.75_gap1_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd120_h120_k1_short_cap50,7079,7118,btc_rb_z4.75_gap1_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd120_h120_k1_short_cap50,1047,1054,btc_rb_z4.75_gap1_cd120_h120_k1_short
BASE,btc_rb_z4.75_gap1_cd144_h120_k1_short_capnone,75284,75284,btc_rb_z4.75_gap1_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd144_h120_k1_short_capnone,68272,68272,btc_rb_z4.75_gap1_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd144_h120_k1_short_capnone,67239,67239,btc_rb_z4.75_gap1_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd144_h120_k1_short_capnone,7012,7012,btc_rb_z4.75_gap1_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd144_h120_k1_short_capnone,1033,1033,btc_rb_z4.75_gap1_cd144_h120_k1_short
BASE,btc_rb_z4.75_gap1_cd144_h120_k1_short_cap50,75221,75284,btc_rb_z4.75_gap1_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd144_h120_k1_short_cap50,68254,68272,btc_rb_z4.75_gap1_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd144_h120_k1_short_cap50,67226,67239,btc_rb_z4.75_gap1_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd144_h120_k1_short_cap50,6978,7012,btc_rb_z4.75_gap1_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd144_h120_k1_short_cap50,1028,1033,btc_rb_z4.75_gap1_cd144_h120_k1_short
BASE,btc_rb_z4.75_gap1.5_cd120_h120_k1_short_capnone,71166,71166,btc_rb_z4.75_gap1.5_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap1.5_cd120_h120_k1_short_capnone,64780,64780,btc_rb_z4.75_gap1.5_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1.5_cd120_h120_k1_short_capnone,63850,63850,btc_rb_z4.75_gap1.5_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1.5_cd120_h120_k1_short_capnone,6386,6386,btc_rb_z4.75_gap1.5_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1.5_cd120_h120_k1_short_capnone,930,930,btc_rb_z4.75_gap1.5_cd120_h120_k1_short
BASE,btc_rb_z4.75_gap1.5_cd120_h120_k1_short_cap50,71161,71166,btc_rb_z4.75_gap1.5_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap1.5_cd120_h120_k1_short_cap50,64779,64780,btc_rb_z4.75_gap1.5_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1.5_cd120_h120_k1_short_cap50,63849,63850,btc_rb_z4.75_gap1.5_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1.5_cd120_h120_k1_short_cap50,6386,6386,btc_rb_z4.75_gap1.5_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1.5_cd120_h120_k1_short_cap50,930,930,btc_rb_z4.75_gap1.5_cd120_h120_k1_short
BASE,btc_rb_z4.75_gap1.5_cd144_h120_k1_short_capnone,69824,69824,btc_rb_z4.75_gap1.5_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap1.5_cd144_h120_k1_short_capnone,63533,63533,btc_rb_z4.75_gap1.5_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1.5_cd144_h120_k1_short_capnone,62622,62622,btc_rb_z4.75_gap1.5_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1.5_cd144_h120_k1_short_capnone,6291,6291,btc_rb_z4.75_gap1.5_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1.5_cd144_h120_k1_short_capnone,911,911,btc_rb_z4.75_gap1.5_cd144_h120_k1_short
BASE,btc_rb_z4.75_gap1.5_cd144_h120_k1_short_cap50,69820,69824,btc_rb_z4.75_gap1.5_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap1.5_cd144_h120_k1_short_cap50,63533,63533,btc_rb_z4.75_gap1.5_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1.5_cd144_h120_k1_short_cap50,62622,62622,btc_rb_z4.75_gap1.5_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1.5_cd144_h120_k1_short_cap50,6291,6291,btc_rb_z4.75_gap1.5_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1.5_cd144_h120_k1_short_cap50,911,911,btc_rb_z4.75_gap1.5_cd144_h120_k1_short
BASE,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_capnone,81350,81350,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_capnone,73494,73494,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_capnone,72361,72361,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_capnone,7856,7856,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_capnone,1133,1133,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_cap50,80283,81350,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_cap50,73029,73494,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_cap50,72022,72361,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_cap50,7264,7856,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_cap50,1007,1133,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_capnone,81350,81350,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_capnone,73494,73494,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_capnone,72361,72361,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_capnone,7856,7856,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_capnone,1133,1133,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
